audit_label	audit_reasons	case_id	transition	old_state	new_state	proposition_text	mention_text	mention_label	evidence_text
good	evidence_contains_treated_cue;treatment_cue_present	28057913	treated	not_mentioned	treated	patient has paclitaxel	paclitaxel	Medication	She was started on a regimen of carboplatin and paclitaxel, which she received for 3 cycles.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	19816630	introduced	not_mentioned	supported	patient has mass	mass	Sign_symptom	The MRI revealed an invasive rectal mass involving the muscularis propria but without breach of the adventitia, consistent with a T2 rectal carcinoma (Figure 1).
good	introduced_from_not_mentioned	27998312	introduced	not_mentioned	confirmed	patient has hepatic parenchyma	hepatic parenchyma	Biological_structure	In addition, these areas were hypointense to the remaining hepatic parenchyma on the fat suppression MR sequences, confirming presence of fat and thus establishing a diagnosis of SHS.
ambiguous	no_clear_transition_cue	27773410	no_change	improving	improving	patient has improvement	improvement	Lab_value	There was significant improvement in systolic blood pressure after this distal anastomosis.
bad_proposition	known_bad_or_contextual_span;evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	24898994	introduced	not_mentioned	confirmed	patient has pulmonary	pulmonary	Biological_structure	Unfortunately, despite treatment, further CT imaging showed the development of multiple peritoneal and pulmonary deposits, confirmed on biopsy to be metastatic osteosarcoma.
good	introduced_from_not_mentioned	27683825	introduced	not_mentioned	confirmed	patient has demyelinating peripheral neuropathy	demyelinating peripheral neuropathy	Disease_disorder	Neurophysiological studies confirmed worsening of her mixed axonal demyelinating peripheral neuropathy.
good	evidence_contains_recurrent_cue;recurrence_cue_present	28100235	recurrent	not_mentioned	recurrent	patient has pelvis	pelvis	Biological_structure	CT of his chest, abdomen and pelvis revealed extensive tumour recurrence adjacent to the previous resection site (Fig.
bad_proposition	empty_or_too_short_proposition;very_short_single_token;introduced_from_not_mentioned	28353596	introduced	not_mentioned	confirmed	patient has HO	HO	Disease_disorder	With the clinical diagnosis of HO, fluorodeoxyglucose positron emission tomography/computed tomography (18F-FDG PET/CT) and technetium-99m octreotide (99mTc-OCT) scintigraphy were performed to confirm whether the occult causative tumor exist.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28151882	introduced	not_mentioned	confirmed	patient has Stage III	Stage III	Lab_value	The patient was diagnosed with Kümmell disease (Stage III).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25721834	introduced	not_mentioned	confirmed	patient has complex IV deficiency	complex IV deficiency	Disease_disorder	Muscle biopsy revealed a structurally normal muscle and biochemical assay of respiratory chain components resulted in a diagnosis of partial complex IV deficiency.
good	introduced_from_not_mentioned	21672201	introduced	not_mentioned	supported	patient has levophed	levophed	Medication	CPB was terminated with minimal inotropic support, involving milrinone and levophed with good hemodynamics.
bad_proposition	likely_contextual_nonclinical_proposition;evidence_contains_recurrent_cue;recurrence_cue_present	28173879	recurrent	not_mentioned	recurrent	patient has 2 weeks	2 weeks	Duration	The patient continued antibiotic treatment for a total of 6 weeks (ampicillin-sulbactam in a drip for 2 weeks and oral levofloxacin for 4 weeks), and he had no recurrence 6 months after this therapy.
bad_transition	improving_without_clear_improvement_cue	26670309	improving	not_mentioned	improving	patient has functional class for fatigue with major exertion	functional class for fatigue with major exertion	Diagnostic_procedure	At the patient’s 3-month follow-up examination, he showed an improvement in functional class for fatigue with major exertion.
good	introduced_from_not_mentioned	28353604	introduced	not_mentioned	suspected	patient has lung transplantation	lung transplantation	Therapeutic_procedure	The severe PAH (suspected as PVOD) combined with a life-threatening PE mandates a lung transplantation for his survival.
good	evidence_contains_resolved_cue;resolution_cue_present	28115731	resolved	not_mentioned	resolved	patient has 24 hours later	24 hours later	Time	Subsequent echocardiography done 24 hours later did not show any evidence of intracardiac air and complete resolution of the air embolism.
good	evidence_contains_treated_cue;treatment_cue_present	28196820	treated	not_mentioned	treated	patient has midazolam	midazolam	Medication	He initially received fentanyl and midazolam through a continuous infusion pump with progressive increase in the doses as well as continuous cisatracurium as a muscular relaxant to adapt to mechanical ventilation (figure 3).
bad_proposition	generic_modifier_as_proposition;weak_mention_span;introduced_from_not_mentioned	26257516	introduced	not_mentioned	confirmed	patient has bilateral	bilateral	Detailed_description	Nerve conduction studies confirmed bilateral sensory-motor neuropathy (Table 1).
good	evidence_contains_treated_cue;treatment_cue_present	28154281	treated	not_mentioned	treated	patient has Beta-D glucan	Beta-D glucan	Diagnostic_procedure	Although both a chest computed tomography (CT) scan and tests for pathogens via routine culturing, including blood tests for Beta-D glucan (G-test) and Galactomannan (GM-test) were all negative, the patient's cough did not respond to antibiotics and we empirically initiated treatment with voriconazole (6 mg/kg/12h for the first day, followed by 4 mg/kg/12h).
good	evidence_contains_recurrent_cue;recurrence_cue_present	28383413	recurrent	not_mentioned	recurrent	patient has T3N3M0	T3N3M0	Lab_value	Besides, 2 years earlier, the patient underwent resection of melanoma in the left heel (T2N0M0, ki67 3–5%, Stage II), followed by resection of the recurred melanoma nearby the primary site 15 months later (T3N3M0, Stage III), without lymphadenectomy.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	23035161	ruled_out	not_mentioned	ruled_out	patient has sonography	sonography	Diagnostic_procedure	Deep vein thrombosis was excluded with duplex sonography.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25661749	introduced	not_mentioned	confirmed	patient has prolactinoma	prolactinoma	Disease_disorder	The patient was referred urgently to the neurosurgery unit and was found to have markedly raised prolactin levels of greater than 200 000 mIU/L, confirming the diagnosis of a giant prolactinoma.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28383413	introduced	not_mentioned	suspected	patient has Intraoperative	Intraoperative	Detailed_description	Intraoperative frozen-section examination found melanin granules, and it was considered to be malignant melanoma or meningioma.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	26313770	ruled_out	not_mentioned	ruled_out	patient has Sapporo criteria	Sapporo criteria	Diagnostic_procedure	Anti-phospholipid syndrome was excluded due to no previous thromboembolic events, according to 2006 Sapporo criteria.
good	evidence_contains_treated_cue;treatment_cue_present	25572898	treated	not_mentioned	treated	patient has glucocorticoids	glucocorticoids	Medication	Given continued suspicion for a viral etiology, the patient was treated with high-dose glucocorticoids and again with IVIG.
good	evidence_contains_treated_cue;treatment_cue_present	26474553	treated	not_mentioned	treated	patient has boy	boy	Sex	An 8-year-old boy with S549R/1717-1G > A genotype was started on ivacaftor (150 mg b.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	28207542	introduced	not_mentioned	confirmed	patient has PZA	PZA	Medication	A 22-year-old Tibetan man without significant past medical history was diagnosed with pulmonary tuberculosis (PTB) in a routine medical examination and received anti-TB therapy that included isoniazid (INH, 300 mg/d), RMP (450 mg/d), ethambutol (EMB, 750 mg/d), and pyrazinamide (PZA, 1500 mg/d).
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	19816630	ruled_out	not_mentioned	ruled_out	patient has lymph nodes	lymph nodes	Biological_structure	There was no evidence of muscularis propria invasion, and a total of five pericolic and two mesorectal lymph nodes were excised and deemed benign.
good	introduced_from_not_mentioned	21308977	introduced	not_mentioned	confirmed	patient has skin healing	skin healing	Detailed_description	The diagnosis of hypermobile type Ehlers–Danlos was based on the patient’s hypermobility (9/9 on the Beighton hypermobility scale), very soft, fragile skin with unusual scarring, and poor skin healing.
good	evidence_contains_treated_cue;treatment_cue_present	28154281	treated	not_mentioned	treated	patient has chest	chest	Biological_structure	Although both a chest computed tomography (CT) scan and tests for pathogens via routine culturing, including blood tests for Beta-D glucan (G-test) and Galactomannan (GM-test) were all negative, the patient's cough did not respond to antibiotics and we empirically initiated treatment with voriconazole (6 mg/kg/12h for the first day, followed by 4 mg/kg/12h).
bad_proposition	likely_contextual_nonclinical_proposition;evidence_contains_treated_cue;treatment_cue_present	25023062	treated	not_mentioned	treated	patient has 4 days	4 days	Duration	She received high-dose cyclophosphamide 300mg/m2 twice daily for 3 days, doxorubicin 25mg/m2/day for 2 days, rituximab 375mg/m2/day for 1 day, dexamethasone 40mg/day for 4 days, and vincristine 2mg/day for 2 days.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	25370695	introduced	not_mentioned	suspected	patient has neuropathy	neuropathy	Disease_disorder	Our clinical and radiographic differential diagnosis for her chief complaint included chronic apical periodontitis, radicular cyst, central giant cell granuloma, keratocystic odontogenic tumor, ameloblastoma, odontogenic fibroma, neuralgia/neuropathy or mandibular involvement of Gaucher disease given her medical history.
bad_proposition	likely_contextual_nonclinical_proposition;evidence_contains_recurrent_cue;recurrence_cue_present	28320420	recurrent	not_mentioned	recurrent	patient has 3 years	3 years	Duration	During the clinical follow up, the patient remained disease free for 3 years until he presented with local recurrence.
ambiguous	no_clear_transition_cue	25759562	no_change	suspected	suspected	patient has aneurysm	aneurysm	Sign_symptom	Although the patient had no ascites or variceal bleeding, the decision was made to create a TIPS to relieve hepatic venous outflow obstruction because of increasing pain and concern for complications due to aneurysm size; direct approach to the aneurysm was not considered due to risk of associated complications in the setting of portal hypertension, and stent-grafting was not considered due to concerns about patency in the settings of hepatic venous outflow obstruction and underlying thrombophilia.
good	introduced_from_not_mentioned	26257516	introduced	not_mentioned	supported	patient has low	low	Lab_value	The combined occurrence of low QRS voltage in the ECG, ventricular thickening, and signs of diastolic dysfunction is strongly suggestive of cardiac amyloidosis.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	27064109	introduced	not_mentioned	confirmed	patient has Skin	Skin	Biological_structure	Skin biopsy revealed hyperkeratosis in the epidermis and mild inflammatory changes throughout the dermis with an infiltration of lymphocytes.
good	introduced_from_not_mentioned	19860925	introduced	not_mentioned	confirmed	patient has peribronchial	peribronchial	Biological_structure	The final histological examination confirmed a peribronchial and infiltrating S100 positive tumor supporting the Schwann cell origin theory with very low growth rate of 2% and a size of 15 mm (Figure ​3).
good	introduced_from_not_mentioned	24654246	introduced	not_mentioned	confirmed	patient has thickened	thickened	Sign_symptom	Cardiac MRI confirmed the presence of a diffusely thickened pericardium at 5 mm.
good	evidence_contains_improving_cue;improvement_cue_present	26444414	improving	not_mentioned	improving	patient has anemia	anemia	Sign_symptom	The patient was discharged on postoperative day 9 without complication and his anemia improved gradually without the need for oral iron after surgery.
good	introduced_from_not_mentioned	26445413	introduced	not_mentioned	suspected	patient has lymph node	lymph node	Biological_structure	The patient had no other abnormal findings, such as suspected distant metastasis or lymph node metastasis.
ambiguous	no_clear_transition_cue	28190872	no_change	treated	treated	patient has prednisone	prednisone	Medication	Methotrexate was initiated while prednisone was tapered to 10 mg daily; however, this regimen failed and her prednisone dosage was increased to 20 mg daily to reduce edema.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25661749	introduced	not_mentioned	confirmed	patient has neurosurgery unit	neurosurgery unit	Nonbiological_location	The patient was referred urgently to the neurosurgery unit and was found to have markedly raised prolactin levels of greater than 200 000 mIU/L, confirming the diagnosis of a giant prolactinoma.
bad_transition	improving_without_clear_improvement_cue	28196820	improving	not_mentioned	improving	patient has thorax	thorax	Biological_structure	A chest X-ray of the thorax was performed on admission (figure 1A), and a month after the first surgery (figure 1B), showing improvement of the bilateral posterior atelectasis in the base of the lungs.
good	evidence_contains_treated_cue;treatment_cue_present	28154281	treated	not_mentioned	treated	patient has tests for pathogens	tests for pathogens	Diagnostic_procedure	Although both a chest computed tomography (CT) scan and tests for pathogens via routine culturing, including blood tests for Beta-D glucan (G-test) and Galactomannan (GM-test) were all negative, the patient's cough did not respond to antibiotics and we empirically initiated treatment with voriconazole (6 mg/kg/12h for the first day, followed by 4 mg/kg/12h).
good	evidence_contains_improving_cue;improvement_cue_present	28202869	improving	not_mentioned	improving	patient has Six months after	Six months after	Date	Six months after the admission, a follow-up RHC revealed improved mPAP (65 to 53 mmHg), pulmonary vascular resistance (1,547 to 1,116 dyne・sec・cm-5), and cardiac index (1.
ambiguous	no_clear_transition_cue	27741115	no_change	treated	treated	patient has lesions	lesions	Sign_symptom	Plasma exchange was initiated due to the kidney histological lesions and the multifocal ischemic brain lesions.
ambiguous	no_clear_transition_cue	23468586	no_change	confirmed	confirmed	patient has age 10 years	age 10 years	Date	She was first diagnosed with nonischemic cardiomyopathy at age 10 years, when she presented with symptoms of congestive heart failure and transthoracic echocardiography (TTE) revealed severe left ventricular (LV) dysfunction.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	23897372	introduced	not_mentioned	confirmed	patient has infiltration	infiltration	Diagnostic_procedure	Bone marrow biopsy revealed greater than 10% infiltration of CD19− CD56+ CD138+ plasma cells with reversal of marrow κ/λ ratio (<1:2, normal: 2:1), consistent with MM.
good	evidence_contains_treated_cue;treatment_cue_present	28115731	treated	not_mentioned	treated	patient has exacerbation	exacerbation	Detailed_description	In the ED she was started on IV steroids and antibiotics for a COPD exacerbation.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	27904130	ruled_out	supported	ruled_out	patient has HCC	HCC	Disease_disorder	The enlarged LN contained metastatic HCC with a ductal structure (Figure 6A), and immunohistochemically, the tumor was positive for AFP and negative for CK-20, which was consistent with the pattern of primary HCC (Figure 6B).
good	evidence_contains_treated_cue;treatment_cue_present	26469535	treated	not_mentioned	treated	patient has Anti-angiogenic treatment	Anti-angiogenic treatment	Therapeutic_procedure	Anti-angiogenic treatment with intravitreal aflibercept injections were administered with a treat-and-extend regimen.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28321070	ruled_out	not_mentioned	ruled_out	patient has CD3	CD3	Diagnostic_procedure	The histopathology results supported a diagnosis of diffuse large B-cell lymphoma (DLBCL) that was positive for CD10 and CD20 but negative for CD3 and CD5 (Fig.
good	introduced_from_not_mentioned	25793030	introduced	not_mentioned	supported	patient has progressive	progressive	Lab_value	The patient, on maximal support, deteriorated rapidly with progressive acidosis, oliguria, and florid pulmonary edema.
bad_proposition	generic_modifier_as_proposition;weak_mention_span;improving_without_clear_improvement_cue	27773410	improving	not_mentioned	improving	patient has distal	distal	Detailed_description	There was significant improvement in systolic blood pressure after this distal anastomosis.
bad_proposition	generic_modifier_as_proposition;weak_mention_span;evidence_contains_introduced_cue;introduced_from_not_mentioned	28190872	introduced	not_mentioned	confirmed	patient has bilateral	bilateral	Detailed_description	Ten years prior, she presented with bilateral uveitis and lupus pernio (LP) on her right ear and was subsequently diagnosed with sarcoidosis.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28121940	introduced	not_mentioned	confirmed	patient has female	female	Sex	A 68-year-old female smoker with a history of pulmonary embolism and diabetes mellitus was diagnosed with Stage IIIB (T4N2M0) squamous NSCLC.
ambiguous	no_clear_transition_cue	27928148	strengthened	suspected	supported	patient has lumbar puncture	lumbar puncture	Therapeutic_procedure	Upon her positive blood culture results, lumbar puncture was performed, which demonstrated a pattern consistent with ATM, the results of which are summarized in Table 2.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28248891	introduced	not_mentioned	confirmed	patient has adenocarcinoma	adenocarcinoma	Disease_disorder	Gastric biopsy revealed adenocarcinoma.
good	evidence_contains_treated_cue;treatment_cue_present	27821134	treated	not_mentioned	treated	patient has levodopa	levodopa	Medication	50 mg levodopa was administered over a nasogastric tube every two hours during the subsequent postoperative period.
good	evidence_contains_resolved_cue;resolution_cue_present	25793030	resolved	not_mentioned	resolved	patient has make urine	make urine	Clinical_event	Shortly after the patient was put on cardiopulmonary bypass, the acidosis resolved and she began to make urine.
good	evidence_contains_treated_cue;treatment_cue_present	26457578	treated	not_mentioned	treated	patient has 180mg/m2 per day	180mg/m2 per day	Dosage	Cis-RA was subsequently administered for eleven, 14-day cycles (180mg/m2 per day), over a 13-month period for a cumulative dose of 17,360 mg (24,640 mg/m2).
good	evidence_contains_treated_cue;treatment_cue_present	25759562	treated	not_mentioned	treated	patient has international normalized ratio	international normalized ratio	Diagnostic_procedure	She was treated with warfarin to maintain an international normalized ratio between 2 and 3, but discontinued after at least 1 year due to non-compliance; the patient did not consult with any doctors for 2 years.
good	introduced_from_not_mentioned	28353613	introduced	not_mentioned	confirmed	patient has bacilli	bacilli	Sign_symptom	Meanwhile, it was soon alerted in sputum smear with presence of filamentous, gram-positive, weakly acid-fast, and beaded bacilli with possible diagnosis of Nocardia infection (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	20146086	treated	not_mentioned	treated	patient has woman	woman	Sex	A 54-year-old woman with stage IV NSCLC was treated with carboplatin and paclitaxel without disease response.
good	evidence_contains_treated_cue;treatment_cue_present	28173879	treated	not_mentioned	treated	patient has 9 g/day	9 g/day	Dosage	The patient was initially treated with ampicillin/sulbactam (9 g/day intravenously).
good	introduced_from_not_mentioned	26670309	introduced	not_mentioned	confirmed	patient has Catheterization	Catheterization	Diagnostic_procedure	Catheterization of his right heart chambers and pulmonary arteries confirmed the diagnosis of pulmonary hypertension (Table 2).
good	evidence_contains_recurrent_cue;recurrence_cue_present	28383413	recurrent	not_mentioned	recurrent	patient has T2N0M0	T2N0M0	Lab_value	Besides, 2 years earlier, the patient underwent resection of melanoma in the left heel (T2N0M0, ki67 3–5%, Stage II), followed by resection of the recurred melanoma nearby the primary site 15 months later (T3N3M0, Stage III), without lymphadenectomy.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28190872	introduced	not_mentioned	confirmed	patient has presented	presented	Clinical_event	Ten years prior, she presented with bilateral uveitis and lupus pernio (LP) on her right ear and was subsequently diagnosed with sarcoidosis.
bad_transition	improving_without_clear_improvement_cue	28121940	improving	not_mentioned	improving	patient has symptomatic improvement	symptomatic improvement	Sign_symptom	After the second cycle of treatment marked symptomatic improvement was observed, including improvement in general appearance and dyspnea and reduction of the bone pain.
good	evidence_contains_recurrent_cue;recurrence_cue_present	28383413	recurrent	not_mentioned	recurrent	patient has nearby the primary site	nearby the primary site	Biological_structure	Besides, 2 years earlier, the patient underwent resection of melanoma in the left heel (T2N0M0, ki67 3–5%, Stage II), followed by resection of the recurred melanoma nearby the primary site 15 months later (T3N3M0, Stage III), without lymphadenectomy.
good	introduced_from_not_mentioned	26257516	introduced	not_mentioned	supported	patient has ECG	ECG	Diagnostic_procedure	The combined occurrence of low QRS voltage in the ECG, ventricular thickening, and signs of diastolic dysfunction is strongly suggestive of cardiac amyloidosis.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28100235	ruled_out	not_mentioned	ruled_out	patient has CD31	CD31	Diagnostic_procedure	The tumour was negative for c-Kit, CD31, SMA, desmin, cytokeratins (AE1/AE3, MNF116 and Cam 5.
good	evidence_contains_recurrent_cue;recurrence_cue_present	28383413	recurrent	not_mentioned	recurrent	patient has melanoma	melanoma	Disease_disorder	Besides, 2 years earlier, the patient underwent resection of melanoma in the left heel (T2N0M0, ki67 3–5%, Stage II), followed by resection of the recurred melanoma nearby the primary site 15 months later (T3N3M0, Stage III), without lymphadenectomy.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	22218279	introduced	not_mentioned	supported	patient has T2 imaging	T2 imaging	Diagnostic_procedure	MRI of the brain showed multiple bilateral concentric ring-like structures in the centrum semiovale and the corona radiata on T2 imaging (figure,A), consistent with the pattern of Balo concentric sclerosis.
good	introduced_from_not_mentioned	19860007	introduced	not_mentioned	confirmed	patient has choriocarcinoma	choriocarcinoma	Disease_disorder	These findings confirmed the presence of gastric choriocarcinoma that contained small foci of an AFP-producing adenocarcinoma.
good	evidence_contains_improving_cue;improvement_cue_present	24161539	improving	not_mentioned	improving	patient has Clonazepam	Clonazepam	Medication	Clonazepam briefly improved seizure frequency, but subsequently his epilepsy has proved refractory to various combinations of anticonvulsant therapy.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	17803823	introduced	not_mentioned	supported	patient has skin	skin	Biological_structure	A skin biopsy from the ankle revealed a perivascular lymphohistiocytic infiltrate with prominent neutrophils and associated fibrinoid necrosis of vessels consistent with 'leukocytoclastic' vasculitis.
good	evidence_contains_treated_cue;treatment_cue_present	23076693	treated	not_mentioned	treated	patient has prednisolone	prednisolone	Medication	She was started on oral prednisolone in dose of 40 mg daily along with symptomatic treatment.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	24957905	introduced	not_mentioned	supported	patient has fluid overload	fluid overload	Sign_symptom	It was thought that his presentation was consistent with fluid overload secondary to congestive heart failure (CHF) and he was started on intravenous (IV) furosemide with partial improvement in his symptoms.
good	evidence_contains_improving_cue;improvement_cue_present	22791498	improving	not_mentioned	improving	patient has improved partially	improved partially	Lab_value	With the treatment of LAR, the cardiac function improved partially (cardiothoracic ratio=0.
bad_proposition	empty_or_too_short_proposition;very_short_single_token;improving_without_clear_improvement_cue	28151882	improving	not_mentioned	improving	patient has 8°	8°	Lab_value	Kyphotic Cobb angle for preoperative, 1 week after operation, and 1 year after operation were 40°, 8°, and 17°, respectively, which demonstrated significant improvement (Fig.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	18416479	introduced	not_mentioned	confirmed	patient has Bone marrow	Bone marrow	Biological_structure	Bone marrow biopsy revealed normocellular marrow without cellular atypia.
good	evidence_contains_recurrent_cue;recurrence_cue_present	19860007	recurrent	not_mentioned	recurrent	patient has 4-year	4-year	Date	No recurrence or distant metastasis had occurred at his 4-year postoperative follow-up.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28090049	introduced	not_mentioned	supported	patient has T1D	T1D	Disease_disorder	Further immunological investigation revealed elevated levels of anti-glutamic acid decarboxylase (GAD) antibody, anti-insulinoma antigen 2 (IA-2) antibody, and insulin autoantibody, consistent with T1D.
good	evidence_contains_treated_cue;treatment_cue_present	19009665	treated	not_mentioned	treated	patient has TACE	TACE	Therapeutic_procedure	One month later, a second TACE procedure was performed via the right hepatic artery and 40 mL of the mixture was administered.
good	evidence_contains_resolved_cue;resolution_cue_present	25410883	resolved	not_mentioned	resolved	patient has 12 mcg/dL	12 mcg/dL	Lab_value	Her serum zinc level was 12 mcg/dL (normal, 55–150 mcg/dL), and the rash resolved within one week of parenteral zinc supplementation (Fig.
good	introduced_from_not_mentioned	28154669	introduced	not_mentioned	confirmed	patient has bleeding	bleeding	Sign_symptom	Assuming the diagnosis of expansive mesenteric hematoma plus ongoing bleeding a laparotomy was performed.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	20671919	introduced	not_mentioned	confirmed	patient has slightly	slightly	Severity	Histology revealed round, concentrically laminated microliths in the alveoli associated with slightly thickened interstitial septa, consistent with the diagnosis of PAM.
ambiguous	no_clear_transition_cue	23678274	no_change	ruled_out	ruled_out	patient has negative	negative	Lab_value	The results of the respiratory and gastrointestinal viral studies were negative, and the blood and stool cultures were negative for pathogens.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28202862	introduced	not_mentioned	confirmed	patient has Bayer, Leverkusen, Germany	Bayer, Leverkusen, Germany	Detailed_description	She was previously diagnosed with endometriosis and prescribed a combination oral contraceptive pill (drospirenone/ethinylestradiol betadex, trade name; Yaz™, Bayer, Leverkusen, Germany).
good	evidence_contains_treated_cue;treatment_cue_present	28353588	treated	not_mentioned	treated	patient has therapy	therapy	Therapeutic_procedure	After the surgical resection, no additional therapy in the form of chemotherapy or radiotherapy was administered.
good	evidence_contains_resolved_cue;resolution_cue_present	22520024	resolved	not_mentioned	resolved	patient has mass	mass	Sign_symptom	Postradiation imaging revealed near complete resolution of the retroperitoneal mass.
ambiguous	no_clear_transition_cue	28154281	no_change	treated	treated	patient has liposomal	liposomal	Detailed_description	The antibiotic and micafungin treatments were ceased and liposomal amphotericin B (liposomal AmB) was administered daily at a target dose of 3 mg/kg.
good	evidence_contains_treated_cue;treatment_cue_present	22218279	treated	not_mentioned	treated	patient has methylprednisolone	methylprednisolone	Medication	He was treated with 1 g of IV methylprednisolone daily for 5 days, with little improvement.
bad_transition	improving_without_clear_improvement_cue	21672201	improving	not_mentioned	improving	patient has improvement	improvement	Lab_value	TTE and MRI revealed a mildly dilated LV with great improvement in systolic function and an estimated LVEF of 50%.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	19816630	introduced	not_mentioned	supported	patient has muscularis propria	muscularis propria	Biological_structure	The MRI revealed an invasive rectal mass involving the muscularis propria but without breach of the adventitia, consistent with a T2 rectal carcinoma (Figure 1).
bad_proposition	generic_modifier_as_proposition;weak_mention_span;improving_without_clear_improvement_cue	28196820	improving	not_mentioned	improving	patient has bilateral	bilateral	Detailed_description	A chest X-ray of the thorax was performed on admission (figure 1A), and a month after the first surgery (figure 1B), showing improvement of the bilateral posterior atelectasis in the base of the lungs.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	27980261	ruled_out	not_mentioned	ruled_out	patient has lung tumor	lung tumor	Sign_symptom	Although the bronchoscopic findings were negative for a lung tumor, a histopathologic examination of the aspirated coronary object revealed pleomorphic lung carcinoma (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	26395443	treated	not_mentioned	treated	patient has prothrombin complex	prothrombin complex	Medication	0g of fibrinogen concentrate (Haemocomplettan® P, CSL Behring, Marburg, Germany) and 1000UI of prothrombin complex concentrate (Beriplex® P/N 500UI, CSL Behring, Marburg, Germany) were administered at the beginning of the cesarean section.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	18787726	introduced	not_mentioned	suspected	patient has stenosis	stenosis	Sign_symptom	A computed tomographic scan revealed a 4 cm × 9 cm multinodular goiter extending into the mediastinum and suspected associated tracheal stenosis (Figure 3).
good	evidence_contains_resolved_cue;resolution_cue_present	28353556	resolved	not_mentioned	resolved	patient has 375 mg/m2 weekly	375 mg/m2 weekly	Dosage	Treatment with high-dose methylprednisolone (1 g daily for 3 consecutive days) and rituximab (375 mg/m2 weekly for 4 weeks) was started with rapid resolution of urologic and pulmonary involvement but delayed and partial improvement of renal function.
bad_proposition	likely_contextual_nonclinical_proposition;evidence_contains_improving_cue;improvement_cue_present	26714786	improving	not_mentioned	improving	patient has 6 months	6 months	Date	At 6 months follow-up, her baseline hemoglobin had improved to 102 g/L and she was requiring transfusions every 4 months with her hematologist’s intent to stop the transfusions if her hemoglobin remained greater than 100 g/L.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	19307547	introduced	not_mentioned	supported	patient has hepatocyte	hepatocyte	Biological_structure	The liver showed diffuse cholestasis, consistent with total parenteral nutrition; hepatocyte steatosis, necrosis, or liver fibrosis were not observed.
good	evidence_contains_treated_cue;treatment_cue_present	19009665	treated	not_mentioned	treated	patient has 40 mL	40 mL	Dosage	One month later, a second TACE procedure was performed via the right hepatic artery and 40 mL of the mixture was administered.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	24781756	introduced	not_mentioned	confirmed	patient has head circumference	head circumference	Diagnostic_procedure	Subsequently, head circumference grew rapidly adding 13 centimeters by age 35 days, repeated brain US revealed dilated ventricles confirmed by head CT, which also showed subcortical and white matter cortical hemorrhage in the occipital region.
ambiguous	no_clear_transition_cue	28248891	improved	suspected	improving	patient has ECOG	ECOG	Diagnostic_procedure	Two months after therapy, chest, and abdominal CT scans indicated stable disease; anemia and gastrointestinal symptoms had improved, ECOG performance status was 0, and BMI was 22.
good	evidence_contains_recurrent_cue;recurrence_cue_present	28383413	recurrent	not_mentioned	recurrent	patient has Stage II	Stage II	Lab_value	Besides, 2 years earlier, the patient underwent resection of melanoma in the left heel (T2N0M0, ki67 3–5%, Stage II), followed by resection of the recurred melanoma nearby the primary site 15 months later (T3N3M0, Stage III), without lymphadenectomy.
good	introduced_from_not_mentioned	23155491	introduced	not_mentioned	supported	patient has extremities	extremities	Biological_structure	This past year, however, he returned to the clinic with over 100 new lesions suggestive of malignancy on his torso and extremities.
